Espécie,Zona de produção,Capitania,Data da colheita,Toxinas Lipofílicas
Berbigão,FAR2,Faro,24/02/2016,25.3
Longueirão,OLH5,Olhão,24/02/2016,25.3
Mexilhão,ETJ,Lisboa,25/02/2016,25.3
Mexilhão,L5,Lisboa,24/02/2016,17.0
Mexilhão,FAR1,Faro,24/02/2016,25.3
Ostra-portuguesa,VT1,Tavira-VRSA,24/02/2016,25.3
Mexilhão,LAL,Setúbal,29/02/2016,38.0
Berbigão,LAL,Setúbal,29/02/2016,94.0
Mexilhão,FUZ1,Olhão,01/03/2016,25.3
Mexilhão,L8,Olhão,01/03/2016,25.3
Mexilhão,OLH3,Olhão,01/03/2016,25.3
Mexilhão,OLH2,Olhão,01/03/2016,25.3
Mexilhão,TAV2,Tavira,01/03/2016,25.3
Mexilhão,OLH4,Olhão,01/03/2016,25.3
Berbigão,OLH1,Olhão,01/03/2016,25.3
Mexilhão,L7c,Lagos,01/03/2016,25.3
Berbigão,RIAV1,Aveiro,01/03/2016,25.3
Mexilhão,RIAV4,Aveiro,01/03/2016,25.3
Berbigão,RIAV3,Aveiro,01/03/2016,25.3
Berbigão,RIAV1,Aveiro,01/03/2016,25.3
Longueirão,RIAV1,Aveiro,01/03/2016,25.3
Mexilhão,RIAV2,Aveiro,01/03/2016,51.0
Berbigão,RIAV2,Aveiro,01/03/2016,25.3
Mexilhão,L5,Peniche,01/03/2016,25.3
Berbigão,LOB,Peniche,01/03/2016,25.3
Mexilhão,LOB,Peniche,01/03/2016,25.3
Conquilha,L6,Setúbal,01/03/2016,25.3
Longueirão,L6,Setúbal,01/03/2016,25.3
Berbigão,ESD1,Setúbal,01/03/2016,25.3
Mexilhão,ELM,V. Castelo,01/03/2016,54.0
A. Branca,L2,Douro,01/03/2016,25.3
Mexilhão,L1,Caminha,01/03/2016,56.0
Mexilhão,L2,Douro,29/02/2016,40.0
Berbigão,EMN2,Fig. Foz,01/03/2016,25.3
Mexilhão,L4,Nazaré,01/03/2016,74.0
Berbigão,OLH5,Olhão,02/03/2016,25.3
Mexilhão,POR2,Portimão,01/03/2016,25.3
Mexilhão,LAG,Lagos,01/03/2016,25.3
Mexilhão,FAR1,Faro,02/03/2016,25.3
Berbigão,FAR2,Faro,02/03/2016,25.3
Ostra-portuguesa,VT1,Tavira-VRSA,02/03/2016,25.3
Conquilha,L9,VRSA,02/03/2016,25.3
Conquilha,L8,Olhão,02/03/2016,25.3
Mexilhão,L7c,Lagos,01/03/2016,25.3
Mexilhão,EMR,Sines,03/03/2016,25.3
Ostra-portuguesa,EMR,Sines,03/03/2016,25.3
Mexilhão,ETJ,Lisboa,04/03/2016,25.3
Mexilhão,L5,Lisboa,04/03/2016,25.3
A. Boa,LAL,Setúbal,07/03/2016,76.0
Berbigão,LAL,Setúbal,07/03/2016,105.0
Mexilhão,LOB,Peniche,08/03/2016,25.3
Berbigão,LOB,Peniche,08/03/2016,25.3
Mexilhão,L5,Peniche,08/03/2016,25.3
Mexilhão,L8,Olhão,07/03/2016,25.3
Mexilhão,OLH2,Olhão,07/03/2016,25.3
Mexilhão,OLH4,Olhão,07/03/2016,25.3
Mexilhão,TAV2,Tavira,07/03/2016,25.3
Mexilhão,FUZ1,Olhão,08/03/2016,25.3
Berbigão,OLH1,Olhão,07/03/2016,25.3
Mexilhão,OLH3,Olhão,07/03/2016,25.3
Berbigão,OLH5,Olhão,07/03/2016,25.3
Ameijola,L6,Setúbal,08/03/2016,25.3
Longueirão,L6,Setúbal,08/03/2016,25.3
A. Japonesa,ESD2,Setúbal,08/03/2016,25.3
Mexilhão,RIAV2,Aveiro,08/03/2016,42.0
Mexilhão,RIAV4,Aveiro,08/03/2016,39.0
Mexilhão,RIAV1,Aveiro,08/03/2016,48.0
Berbigão,RIAV3,Aveiro,08/03/2016,25.3
Berbigão,RIAV2,Aveiro,08/03/2016,25.3
Mexilhão,L7c,Lagos,08/03/2016,25.3
Berbigão,RIAV1,Aveiro,08/03/2016,25.3
Mexilhão,L3,Aveiro,08/03/2016,105.0
Ostra-portuguesa,VT1,Tavira-VRSA,07/03/2016,25.3
Mexilhão,POR2,Portimão,08/03/2016,25.3
Conquilha,L8,Olhão,08/03/2016,33.0
Mexilhão,LAG,Lagos,08/03/2016,25.3
Conquilha,L9,VRSA,08/03/2016,31.0
Mexilhão,L7a,Lagos,08/03/2016,25.3
A. Branca,L2,Douro,09/03/2016,25.3
Mexilhão,L2,Douro,07/03/2016,34.0
Mexilhão,L2,Douro,07/03/2016,39.0
Mexilhão,L7c,Lagos,09/03/2016,25.3
Mexilhão,L5,Lisboa,10/03/2016,25.3
Mexilhão,ETJ,Lisboa,10/03/2016,25.3
Berbigão,EMN2,Fig. Foz,09/03/2016,25.3
Mexilhão,FAR1,Faro,09/03/2016,25.3
Berbigão,FAR2,Faro,09/03/2016,25.3
Mexilhão,L4,Nazaré,09/03/2016,75.0
Mexilhão,LAL,Setúbal,14/03/2016,53.0
Berbigão,LAL,Setúbal,14/03/2016,31.0
A. Boa,LAL,Setúbal,14/03/2016,37.0
Mexilhão,RIAV1,Aveiro,14/03/2016,25.3
Berbigão,RIAV1,Aveiro,14/03/2016,25.3
Mexilhão,RIAV2,Aveiro,14/03/2016,25.3
Mexilhão,L7c,Lagos,14/03/2016,25.3
Mexilhão,TAV2,Tavira,14/03/2016,25.3
Mexilhão,RIAV4,Aveiro,14/03/2016,25.3
Berbigão,RIAV3,Aveiro,14/03/2016,25.3
Berbigão,RIAV2,Aveiro,14/03/2016,25.3
Berbigão,OLH5,Olhão,14/03/2016,25.3
Mexilhão,L8,Olhão,14/03/2016,25.3
Mexilhão,OLH2,Olhão,14/03/2016,25.3
Mexilhão,FUZ1,Olhão,14/03/2016,25.3
Mexilhão,OLH3,Olhão,14/03/2016,25.3
Mexilhão,L3,Aveiro,14/03/2016,37.0
Berbigão,OLH1,Olhão,14/03/2016,25.3
Mexilhão,OLH4,Olhão,14/03/2016,25.3
Berbigão,EMN2,Fig. Foz,15/03/2016,25.3
Berbigão,LOB,Peniche,15/03/2016,25.3
Mexilhão,LOB,Peniche,15/03/2016,25.3
Mexilhão,L7a,Lagos,15/03/2016,25.3
A. Branca,L2,Douro,15/03/2016,25.3
Mexilhão,LAG,Lagos,15/03/2016,25.3
Berbigão,FAR2,Faro,15/03/2016,25.3
Mexilhão,FAR1,Faro,15/03/2016,25.3
Lambujinha,ESD2,Setúbal,16/03/2016,25.3
Lambujinha,ESD1,Setúbal,16/03/2016,25.3
Ostra-portuguesa,VT1,Tavira-VRSA,16/03/2016,25.3
A. Branca,L3,Aveiro,16/03/2016,25.3
Conquilha,L8,Olhão,16/03/2016,25.3
Conquilha,L9,VRSA,16/03/2016,40.0
Mexilhão,L7c,Lagos,16/03/2016,35.0
Mexilhão,ETJ,Lisboa,17/03/2016,40.0
Mexilhão,L5,Lisboa,17/03/2016,69.0
A. Boa,LAL,Setúbal,21/03/2016,70.0
Mexilhão,LAL,Setúbal,21/03/2016,25.3
Mexilhão,L7c,Lagos,21/03/2016,25.3
A. Branca,L2,Douro,21/03/2016,25.3
Castanhola,L2,Douro,16/03/2016,25.3
A. Branca,L3,Aveiro,21/03/2016,25.3
Berbigão,RIAV1,Aveiro,21/03/2016,25.3
Berbigão,RIAV3,Aveiro,21/03/2016,25.3
Berbigão,RIAV2,Aveiro,21/03/2016,25.3
Mexilhão,RIAV1,Aveiro,21/03/2016,52.0
Mexilhão,RIAV2,Aveiro,21/03/2016,57.0
Mexilhão,RIAV4,Aveiro,21/03/2016,41.0
Berbigão,EMN2,Fig. Foz,21/03/2016,25.3
Mexilhão,L5,Peniche,22/03/2016,46.0
Berbigão,LOB,Peniche,22/03/2016,25.3
Mexilhão,LOB,Peniche,22/03/2016,25.3
Berbigão,OLH5,Olhão,21/03/2016,25.3
Mexilhão,TAV2,Tavira,21/03/2016,25.3
Berbigão,OLH1,Olhão,21/03/2016,25.3
Mexilhão,OLH2,Olhão,21/03/2016,25.3
Mexilhão,OLH3,Olhão,21/03/2016,25.3
Mexilhão,OLH4,Olhão,21/03/2016,25.3
Mexilhão,FUZ1,Olhão,21/03/2016,25.3
Conquilha,L9,VRSA,22/03/2016,25.3
Mexilhão,L8,Olhão,22/03/2016,25.3
Conquilha,L8,Olhão,22/03/2016,31.0
Mexilhão,POR2,Portimão,22/03/2016,25.3
Berbigão,FAR2,Faro,22/03/2016,25.3
Mexilhão,L7a,Lagos,22/03/2016,25.3
Mexilhão,LAG,Lagos,22/03/2016,25.3
Mexilhão,FAR1,Faro,22/03/2016,25.3
Ostra-portuguesa,VT1,Tavira-VRSA,21/03/2016,25.3
A. Branca,L6,Setúbal,23/03/2016,25.3
Longueirão,L6,Setúbal,23/03/2016,39.0
A. Japonesa,ESD2,Setúbal,23/03/2016,25.3
Mexilhão,L7c,Lagos,23/03/2016,38.0
A. Boa,LAL,Setúbal,28/03/2016,42.0
Mexilhão,LAL,Setúbal,28/03/2016,77.0
Mexilhão,L5,Lisboa,28/03/2016,67.0
Mexilhão,ETJ,Lisboa,28/03/2016,44.0
Ostra-portuguesa,RIAV3,Aveiro,24/03/2016,25.3
Berbigão,RIAV1,Aveiro,28/03/2016,59.0
Mexilhão,RIAV2,Aveiro,28/03/2016,177.0
Mexilhão,RIAV4,Aveiro,28/03/2016,67.0
Berbigão,RIAV3,Aveiro,28/03/2016,119.0
Berbigão,RIAV2,Aveiro,28/03/2016,196.0
Mexilhão,RIAV1,Aveiro,28/03/2016,193.0
Mexilhão,TAV2,Tavira,28/03/2016,25.3
Berbigão,OLH1,Olhão,28/03/2016,25.3
Mexilhão,OLH2,Olhão,28/03/2016,25.3
Mexilhão,OLH3,Olhão,28/03/2016,25.3
Mexilhão,FUZ1,Olhão,28/03/2016,25.3
Mexilhão,OLH4,Olhão,28/03/2016,25.3
Berbigão,LOB,Peniche,29/03/2016,31.0
Mexilhão,LOB,Peniche,29/03/2016,25.3
Longueirão,L6,Setúbal,29/03/2016,25.3
A. Japonesa,ESD2,Setúbal,29/03/2016,25.3
Berbigão,ESD1,Setúbal,29/03/2016,25.3
Mexilhão,L6,Setúbal,29/03/2016,25.3
Ostra-portuguesa,VT1,Tavira-VRSA,28/03/2016,25.3
Berbigão,EMN2,Fig. Foz,29/03/2016,37.0
Mexilhão,L7c,Lagos,29/03/2016,25.3
Berbigão,OLH5,Olhão,29/03/2016,25.3
Mexilhão,L7a,Lagos,29/03/2016,25.3
Mexilhão,L8,Olhão,29/03/2016,25.3
Mexilhão,LAG,Lagos,29/03/2016,25.3
Mexilhão,L7c,Lagos,30/03/2016,25.3
Conquilha,L8,Olhão,30/03/2016,71.0
Conquilha,L9,VRSA,30/03/2016,56.0
Berbigão,FAR2,Faro,30/03/2016,25.3
Mexilhão,FAR1,Faro,30/03/2016,25.3
Conquilha,L6,Setúbal,31/03/2016,32.0
A. Branca,L6,Setúbal,31/03/2016,44.0
Mexilhão,LAL,Setúbal,04/04/2016,37.0
Berbigão,LAL,Setúbal,04/04/2016,66.0
A. Branca,L3,Aveiro,01/04/2016,69.0
Mexilhão,L5,Lisboa,04/04/2016,47.0
Mexilhão,ETJ,Lisboa,04/04/2016,25.3
Berbigão,OLH1,Olhão,04/04/2016,34.0
Mexilhão,FUZ1,Olhão,04/04/2016,25.3
Mexilhão,OLH3,Olhão,04/04/2016,25.3
Mexilhão,OLH2,Olhão,04/04/2016,25.3
Mexilhão,OLH4,Olhão,04/04/2016,25.3
Mexilhão,RIAV2,Aveiro,04/04/2016,340.0
Berbigão,RIAV1,Aveiro,04/04/2016,125.0
Mexilhão,RIAV4,Aveiro,04/04/2016,114.0
Berbigão,RIAV3,Aveiro,04/04/2016,90.0
A. Macha,RIAV2,Aveiro,04/04/2016,438.0
A. Japonesa,RIAV1,Aveiro,04/04/2016,147.0
Mexilhão,RIAV1,Aveiro,04/04/2016,424.0
A. Japonesa,RIAV2,Aveiro,04/04/2016,34.0
A. Boa,RIAV2,Aveiro,04/04/2016,89.0
Berbigão,LOB,Peniche,05/04/2016,126.0
Mexilhão,LOB,Peniche,05/04/2016,143.0
Mexilhão,LAG,Lagos,05/04/2016,25.3
Mexilhão,L7c,Lagos,05/04/2016,25.3
Berbigão,OLH5,Olhão,05/04/2016,30.0
Mexilhão,POR2,Portimão,05/04/2016,31.0
Mexilhão,TAV2,Tavira,05/04/2016,25.3
A. Branca,L2,Douro,05/04/2016,122.0
Mexilhão,L2,Douro,05/04/2016,490.0
A. Branca,L1,Caminha,05/04/2016,59.0
Ostra-portuguesa,RIAV2,Aveiro,04/04/2016,25.3
Ostra-gigante,VT1,Tavira-VRSA,04/04/2016,25.3
Berbigão,EMN2,Fig. Foz,05/04/2016,273.0
Longueirão,RIAV2,Aveiro,05/04/2016,180.0
Berbigão,RIAV2,Aveiro,05/04/2016,359.0
Mexilhão,L3,Aveiro,05/04/2016,850.0
Ameijola,L6,Setúbal,06/04/2016,25.3
Longueirão,L6,Setúbal,06/04/2016,25.3
Mexilhão,L6,Setúbal,06/04/2016,25.3
Conquilha,L9,VRSA,06/04/2016,25.3
Mexilhão,FAR1,Faro,06/04/2016,25.3
Berbigão,FAR2,Faro,06/04/2016,25.3
Mexilhão,ELM,V. Castelo,06/04/2016,65.0
Mexilhão,L1,Caminha,06/04/2016,567.0
A. Asiática,EMI,Caminha,06/04/2016,25.3
Mexilhão,L7c,Lagos,06/04/2016,25.3
Mexilhão,L5,Lisboa,11/04/2016,64.0
Mexilhão,ETJ,Lisboa,11/04/2016,25.3
Mexilhão,LOB,Peniche,11/04/2016,59.0
A. Boa,LAL,Setúbal,12/04/2016,25.3
Mexilhão,LAL,Setúbal,12/04/2016,25.3
Berbigão,RIAV1,Aveiro,11/04/2016,122.0
Mexilhão,RIAV4,Aveiro,11/04/2016,222.0
Mexilhão,RIAV2,Aveiro,11/04/2016,453.0
Longueirão,RIAV2,Aveiro,11/04/2016,190.0
Mexilhão,RIAV1,Aveiro,11/04/2016,601.0
Berbigão,RIAV2,Aveiro,11/04/2016,259.0
Berbigão,RIAV3,Aveiro,11/04/2016,243.0
A. Macha,RIAV2,Aveiro,11/04/2016,41.0
Mexilhão,L3,Aveiro,11/04/2016,850.0
Mexilhão,OLH3,Olhão,11/04/2016,25.3
Mexilhão,TAV2,Tavira,11/04/2016,25.3
Mexilhão,L8,Olhão,11/04/2016,25.3
Berbigão,OLH1,Olhão,11/04/2016,25.3
Mexilhão,FUZ1,Olhão,11/04/2016,25.3
Mexilhão,OLH2,Olhão,11/04/2016,25.3
Mexilhão,OLH4,Olhão,11/04/2016,25.3
Mexilhão,L2,Douro,11/04/2016,259.0
Mexilhão,L1,Caminha,12/04/2016,562.0
Berbigão,OLH5,Olhão,12/04/2016,25.3
Ostra-portuguesa,VT1,Tavira-VRSA,11/04/2016,25.3
Mexilhão,POR2,Portimão,12/04/2016,25.3
Berbigão,EMN2,Fig. Foz,12/04/2016,554.0
A. Branca,L6,Setúbal,13/04/2016,25.3
Conquilha,L6,Setúbal,13/04/2016,25.3
Longueirão,L6,Setúbal,13/04/2016,25.3
Lambujinha,ESD1,Setúbal,13/04/2016,25.3
Berbigão,FAR2,Faro,13/04/2016,25.3
Conquilha,L9,VRSA,13/04/2016,25.3
Conquilha,L8,Olhão,13/04/2016,33.0
Mexilhão,FAR1,Faro,13/04/2016,25.3
A. Boa,LAL,Setúbal,18/04/2016,25.3
Mexilhão,LAL,Setúbal,18/04/2016,25.3
A. Japonesa,ESD2,Setúbal,18/04/2016,25.3
Lambujinha,ESD2,Setúbal,18/04/2016,25.3
Longueirão,ESD2,Setúbal,18/04/2016,25.3
A. Branca,L3,Aveiro,18/04/2016,372.0
A. Branca,L2,Douro,18/04/2016,156.0
A. Branca,L1,Caminha,18/04/2016,32.0
Mexilhão,ETJ,Lisboa,18/04/2016,37.0
Mexilhão,L5,Lisboa,18/04/2016,169.0
A. Japonesa,RIAV3,Aveiro,18/04/2016,80.0
Mexilhão,RIAV2,Aveiro,18/04/2016,376.0
Berbigão,RIAV1,Aveiro,18/04/2016,52.0
Mexilhão,RIAV1,Aveiro,18/04/2016,589.0
A. Japonesa,RIAV1,Aveiro,18/04/2016,143.0
Mexilhão,RIAV4,Aveiro,18/04/2016,290.0
Berbigão,RIAV2,Aveiro,18/04/2016,266.0
A. Boa,RIAV1,Aveiro,18/04/2016,118.0
Longueirão,RIAV2,Aveiro,18/04/2016,147.0
A. Boa,RIAV3,Aveiro,18/04/2016,376.0
Berbigão,RIAV3,Aveiro,18/04/2016,397.0
A. Macha,RIAV2,Aveiro,18/04/2016,338.0
A. Macha,RIAV3,Aveiro,18/04/2016,248.0
Mexilhão,L7c,Lagos,18/04/2016,43.0
Mexilhão,L3,Aveiro,18/04/2016,850.0
Mexilhão,LOB,Peniche,19/04/2016,135.0
Berbigão,ESD1,Setúbal,19/04/2016,34.0
Berbigão,LOB,Peniche,19/04/2016,142.0
Mexilhão,OLH2,Olhão,18/04/2016,51.0
Mexilhão,OLH3,Olhão,18/04/2016,41.0
Mexilhão,FUZ1,Olhão,18/04/2016,25.3
Berbigão,OLH1,Olhão,18/04/2016,25.3
Mexilhão,L8,Olhão,18/04/2016,48.0
Mexilhão,OLH4,Olhão,18/04/2016,37.0
Berbigão,OLH5,Olhão,18/04/2016,25.3
Mexilhão,LAG,Lagos,19/04/2016,37.0
Mexilhão,POR2,Portimão,19/04/2016,25.3
Ostra-portuguesa,RIAV4,Aveiro,18/04/2016,102.0
Ostra-portuguesa,VT1,Tavira-VRSA,18/04/2016,25.3
A. Macha,RIAV4,Aveiro,19/04/2016,599.0
Ostra-portuguesa,RIAV3,Aveiro,18/04/2016,36.0
Berbigão,EMN1,Fig. Foz,19/04/2016,422.0
Berbigão,EMN2,Fig. Foz,19/04/2016,420.0
Lambujinha,ESD1,Setúbal,16/04/2016,25.3
Lambujinha,ESD2,Setúbal,20/04/2016,25.3
Mexilhão,TAV2,Tavira,19/04/2016,39.0
Mexilhão,ELM,V. Castelo,20/04/2016,215.0
Ostra-portuguesa,RIAV1,Aveiro,19/04/2016,41.0
Mexilhão,L2,Douro,19/04/2016,275.0
Berbigão,FAR2,Faro,20/04/2016,25.3
Mexilhão,FAR1,Faro,20/04/2016,25.3
A. Asiática,EMI,Caminha,20/04/2016,25.3
Mexilhão,L1,Caminha,20/04/2016,850.0
Mexilhão,L7c,Lagos,20/04/2016,25.3
A. Branca,L2,Douro,21/04/2016,626.0
Mexilhão,EMR,Sines,21/04/2016,458.0
Longueirão,L6,Setúbal,21/04/2016,25.3
Ameijola,L6,Setúbal,21/04/2016,25.3
A. Branca,L6,Setúbal,21/04/2016,112.0
Conquilha,L6,Setúbal,22/04/2016,151.0
A. Boa,ESD2,Setúbal,22/04/2016,25.3
Ostra-portuguesa,EMR,Sines,21/04/2016,25.3
Berbigão,LOB,Peniche,26/04/2016,86.0
Mexilhão,LAL,Setúbal,26/04/2016,209.0
Mexilhão,LOB,Peniche,26/04/2016,850.0
A. Japonesa,LOB,Peniche,26/04/2016,25.3
A. Japonesa,LAL,Setúbal,26/04/2016,46.0
Mexilhão,L5,Peniche,26/04/2016,850.0
Mexilhão,L5,Lisboa,27/04/2016,678.0
Mexilhão,ETJ,Lisboa,27/04/2016,374.0
Berbigão,FAR2,Faro,26/04/2016,417.0
Mexilhão,TAV2,Tavira,26/04/2016,354.0
Mexilhão,OLH3,Olhão,26/04/2016,174.0
Mexilhão,OLH4,Olhão,26/04/2016,174.0
Mexilhão,RIAV2,Aveiro,26/04/2016,508.0
Mexilhão,RIAV1,Aveiro,26/04/2016,491.0
Longueirão,RIAV4,Aveiro,26/04/2016,70.0
Mexilhão,RIAV4,Aveiro,26/04/2016,167.0
Berbigão,RIAV2,Aveiro,26/04/2016,276.0
Berbigão,RIAV4,Aveiro,26/04/2016,92.0
Longueirão,RIAV2,Aveiro,26/04/2016,188.0
Mexilhão,FUZ1,Olhão,26/04/2016,181.0
A. Boa,FUZ1,Olhão,26/04/2016,245.0
Berbigão,OLH1,Olhão,26/04/2016,243.0
Mexilhão,FAR1,Faro,26/04/2016,155.0
Mexilhão,L8,Olhão,26/04/2016,260.0
Conquilha,L5,Lisboa,27/04/2016,850.0
Ameijola,L6,Setúbal,27/04/2016,25.3
A. Branca,L6,Setúbal,27/04/2016,381.0
Berbigão,OLH5,Olhão,26/04/2016,266.0
Mexilhão,L7c,Lagos,26/04/2016,210.0
A. Boa,ESD2,Setúbal,27/04/2016,25.3
Berbigão,FUZ1,Olhão,26/04/2016,247.0
Mexilhão,OLH2,Olhão,26/04/2016,351.0
Mexilhão,L6,Setúbal,26/04/2016,410.0
Longueirão,L6,Setúbal,27/04/2016,282.0
Berbigão,ESD1,Setúbal,27/04/2016,25.3
Longueirão,L5,Lisboa,27/04/2016,224.0
Mexilhão,L7c,Lagos,27/04/2016,253.0
Mexilhão,L3,Aveiro,26/04/2016,578.0
Mexilhão,LAG,Lagos,27/04/2016,68.0
Ostra-gigante,FUZ1,Olhão,26/04/2016,25.3
Mexilhão,L7a,Lagos,26/04/2016,365.0
Ostra-gigante,VT1,Tavira-VRSA,26/04/2016,68.0
Mexilhão,POR2,Portimão,27/04/2016,122.0
Mexilhão,L1,Caminha,26/04/2016,761.0
Mexilhão,L2,Douro,27/04/2016,603.0
Conquilha,L9,VRSA,27/04/2016,435.0
Conquilha,L8,Olhão,27/04/2016,484.0
A. Branca,L3,Aveiro,28/04/2016,397.0
A. Branca,L1,Caminha,28/04/2016,43.0
A. Branca,L2,Douro,28/04/2016,673.0
Ostra-portuguesa,ESD1,Setúbal,27/04/2016,25.3
Mexilhão,LAL,Setúbal,02/05/2016,277.0
Berbigão,LAL,Setúbal,02/05/2016,95.0
Mexilhão,L7c,Lagos,02/05/2016,443.0
A. Branca,L2,Douro,02/05/2016,108.0
A. Branca,L1,Caminha,02/05/2016,78.0
Mexilhão,L1,Caminha,02/05/2016,379.0
Mexilhão,ELM,V. Castelo,02/05/2016,359.0
Berbigão,OLH4,Olhão,02/05/2016,179.0
Mexilhão,OLH1,Olhão,02/05/2016,322.0
Mexilhão,OLH4,Olhão,02/05/2016,356.0
Mexilhão,OLH3,Olhão,02/05/2016,331.0
Mexilhão,FUZ1,Olhão,02/05/2016,360.0
Berbigão,OLH3,Olhão,02/05/2016,188.0
Mexilhão,OLH2,Olhão,02/05/2016,362.0
Berbigão,OLH1,Olhão,02/05/2016,172.0
Berbigão,OLH2,Olhão,02/05/2016,249.0
Berbigão,FUZ1,Olhão,02/05/2016,165.0
A. Boa,FUZ1,Olhão,02/05/2016,99.0
A. Boa,OLH3,Olhão,02/05/2016,110.0
A. Boa,OLH2,Olhão,02/05/2016,78.0
A. Boa,OLH1,Olhão,02/05/2016,64.0
A. Boa,OLH4,Olhão,02/05/2016,88.0
Berbigão,RIAV2,Aveiro,02/05/2016,30.0
A. Boa,RIAV3,Aveiro,02/05/2016,80.0
Lambujinha,EMN2,Fig. Foz,02/05/2016,25.3
Berbigão,RIAV1,Aveiro,02/05/2016,145.0
A. Japonesa,RIAV4,Aveiro,02/05/2016,38.0
Mexilhão,RIAV1,Aveiro,02/05/2016,850.0
A. Japonesa,LOB,Peniche,03/05/2016,25.3
A. Macha,LOB,Peniche,03/03/2016,50.0
A. Boa,LOB,Peniche,03/03/2016,25.3
A. Japonesa,ESD2,Setúbal,03/05/2016,25.3
A. Macha,RIAV2,Aveiro,02/05/2016,159.0
Mexilhão,RIAV2,Aveiro,02/05/2016,605.0
Berbigão,LOB,Peniche,03/05/2016,75.0
A. Macha,RIAV3,Aveiro,02/05/2016,216.0
Berbigão,EMN2,Fig. Foz,02/05/2016,109.0
Mexilhão,LOB,Peniche,03/05/2016,98.0
Longueirão,RIAV2,Aveiro,02/05/2016,233.0
Ostra-gigante,OLH3,Olhão,02/05/2016,75.0
Ostra-gigante,OLH2,Olhão,02/05/2016,25.3
Berbigão,RIAV3,Aveiro,02/05/2016,92.0
Ostra-gigante,OLH1,Olhão,02/05/2016,136.0
Ostra-gigante,OLH4,Olhão,02/05/2016,76.0
Mexilhão,LAG,Lagos,03/05/2016,231.0
Mexilhão,L7a,Lagos,03/05/2016,353.0
Mexilhão,POR2,Portimão,03/05/2016,323.0
Mexilhão,ETJ,Lisboa,04/05/2016,340.0
Mexilhão,L5,Lisboa,04/05/2016,850.0
Mexilhão,L7c,Lagos,04/05/2016,580.0
Conquilha,L8,Olhão,04/05/2016,850.0
Berbigão,TAV2,Tavira,04/05/2016,545.0
A. Branca,L3,Aveiro,04/05/2016,153.0
Mexilhão,TAV2,Tavira,04/05/2016,771.0
A. Branca,L2,Douro,04/05/2016,72.0
Mexilhão,OLH5,Olhão,04/05/2016,610.0
A. Boa,OLH5,Olhão,04/05/2016,121.0
A. Boa,FAR2,Faro,04/05/2016,86.0
Berbigão,OLH5,Olhão,04/05/2016,731.0
Conquilha,L9,VRSA,04/05/2016,384.0
Mexilhão,FAR1,Faro,04/05/2016,192.0
A. Branca,L1,Caminha,04/05/2016,62.0
Mexilhão,L2,Douro,04/05/2016,452.0
Berbigão,FAR2,Faro,04/05/2016,41.0
Ostra-gigante,FAR2,Faro,04/05/2016,44.0
Ostra-gigante,OLH5,Olhão,04/05/2016,25.3
Ostra-gigante,TAV2,Tavira,04/05/2016,93.0
Ostra-gigante,VT1,Tavira-VRSA,04/05/2016,77.0
Mexilhão,LAL,Setúbal,09/05/2016,197.0
Berbigão,LAL,Setúbal,09/05/2016,343.0
A. Boa,LAL,Setúbal,09/05/2016,83.0
Mexilhão,ETJ,Lisboa,09/05/2016,396.0
Mexilhão,L5,Lisboa,09/05/2016,850.0
Mexilhão,OLH3,Olhão,09/05/2016,483.0
Berbigão,OLH2,Olhão,09/05/2016,310.0
Mexilhão,FUZ1,Olhão,09/05/2016,435.0
Mexilhão,OLH4,Olhão,09/05/2016,482.0
A. Boa,TAV2,Tavira,09/05/2016,244.0
Berbigão,OLH1,Olhão,09/05/2016,396.0
Berbigão,FUZ1,Olhão,09/05/2016,453.0
Mexilhão,OLH2,Olhão,09/05/2016,682.0
Mexilhão,TAV2,Tavira,09/05/2016,548.0
Berbigão,OLH3,Olhão,09/05/2016,459.0
Conquilha,L8,Olhão,09/05/2016,850.0
Longueirão,OLH2,Olhão,09/05/2016,540.0
Berbigão,OLH5,Olhão,09/05/2016,298.0
A. Boa,RIAV3,Aveiro,09/05/2016,82.0
A. Macha,RIAV3,Aveiro,09/05/2016,345.0
Berbigão,RIAV2,Aveiro,09/05/2016,67.0
Conquilha,L9,VRSA,09/05/2016,714.0
A. Macha,RIAV2,Aveiro,09/05/2016,192.0
Mexilhão,RIAV4,Aveiro,09/05/2016,183.0
Longueirão,RIAV2,Aveiro,09/05/2016,251.0
Berbigão,RIAV3,Aveiro,09/05/2016,84.0
A. Japonesa,LOB,Peniche,09/05/2016,145.0
Berbigão,LOB,Peniche,09/05/2016,299.0
Mexilhão,LOB,Peniche,09/05/2016,528.0
A. Japonesa,ESD2,Setúbal,10/05/2016,25.3
A. Japonesa,ETJ,Lisboa,10/05/2016,67.0
Mexilhão,L6,Setúbal,10/05/2016,468.0
Ostra-portuguesa,ESD1,Setúbal,10/05/2016,25.3
Ostra-gigante,VT1,Tavira-VRSA,10/05/2016,90.0
Berbigão,RIAV1,Aveiro,10/05/2016,484.0
Mexilhão,POR2,Portimão,10/05/2016,199.0
Mexilhão,LAG,Lagos,10/05/2016,401.0
Mexilhão,L1,Caminha,10/05/2016,581.0
Mexilhão,L2,Douro,10/05/2016,850.0
A. Boa,LAG,Lagos,10/05/2016,146.0
Longueirão,POR2,Portimão,10/05/2016,189.0
A. Boa,POR2,Portimão,10/05/2016,106.0
A. Branca,L2,Douro,10/05/2016,478.0
A. Branca,L1,Caminha,10/05/2016,43.0
